station_code,day,hour,BICYCLE,TWO_WHEELER,CAR_JEEP_VAN
HKS,Saturday,20:00,97.0,90.0,22.0
HKS,Saturday,21:00,97.0,90.0,22.0
HKS,Saturday,22:00,96.0,96.0,69.0
HKS,Saturday,23:00,96.0,96.0,69.0
IDPT,Sunday,00:00,97.0,58.0,93.0
IDPT,Sunday,01:00,97.0,58.0,93.0
IDPT,Sunday,02:00,97.0,58.0,93.0
IDPT,Sunday,03:00,97.0,58.0,93.0
IDPT,Sunday,04:00,97.0,58.0,93.0
IDPT,Sunday,05:00,97.0,58.0,93.0
IDPT,Sunday,06:00,97.0,58.0,93.0
IDPT,Sunday,07:00,97.0,58.0,93.0
IDPT,Sunday,08:00,97.0,58.0,93.0
IDPT,Sunday,09:00,97.0,58.0,93.0
IDPT,Sunday,10:00,90.0,55.0,87.0
IDPT,Sunday,11:00,90.0,55.0,87.0
IDPT,Sunday,12:00,90.0,55.0,87.0
IDPT,Sunday,13:00,90.0,55.0,87.0
IDPT,Sunday,14:00,93.0,49.0,84.0
IDPT,Sunday,15:00,93.0,49.0,84.0
IDPT,Sunday,16:00,93.0,49.0,84.0
IDPT,Sunday,17:00,93.0,49.0,84.0
IDPT,Sunday,18:00,93.0,51.0,85.0
IDPT,Sunday,19:00,93.0,51.0,85.0
IDPT,Sunday,20:00,93.0,51.0,85.0
IDPT,Sunday,21:00,93.0,51.0,85.0
IDPT,Sunday,22:00,93.0,59.0,88.0
IDPT,Sunday,23:00,93.0,59.0,88.0
IDPT,Monday,00:00,100.0,59.0,94.0
IDPT,Monday,01:00,100.0,59.0,94.0
IDPT,Monday,02:00,100.0,59.0,94.0
IDPT,Monday,03:00,100.0,59.0,94.0
IDPT,Monday,04:00,100.0,59.0,94.0
IDPT,Monday,05:00,100.0,59.0,94.0
IDPT,Monday,06:00,100.0,59.0,94.0
IDPT,Monday,07:00,100.0,59.0,94.0
IDPT,Monday,08:00,100.0,59.0,94.0
IDPT,Monday,09:00,100.0,59.0,94.0
IDPT,Monday,10:00,97.0,50.0,87.0
IDPT,Monday,11:00,97.0,50.0,87.0
IDPT,Monday,12:00,97.0,50.0,87.0
IDPT,Monday,13:00,97.0,50.0,87.0
IDPT,Monday,14:00,93.0,59.0,87.0
IDPT,Monday,15:00,93.0,59.0,87.0
IDPT,Monday,16:00,93.0,59.0,87.0
IDPT,Monday,17:00,93.0,59.0,87.0
IDPT,Monday,18:00,93.0,69.0,86.0
IDPT,Monday,19:00,93.0,69.0,86.0
IDPT,Monday,20:00,93.0,69.0,86.0
IDPT,Monday,21:00,93.0,69.0,86.0
IDPT,Monday,22:00,93.0,57.0,92.0
IDPT,Monday,23:00,93.0,57.0,92.0
IDPT,Tuesday,00:00,100.0,58.0,94.0
IDPT,Tuesday,01:00,100.0,58.0,94.0
IDPT,Tuesday,02:00,100.0,58.0,94.0
IDPT,Tuesday,03:00,100.0,58.0,94.0
IDPT,Tuesday,04:00,100.0,58.0,94.0
IDPT,Tuesday,05:00,100.0,58.0,94.0
IDPT,Tuesday,06:00,100.0,58.0,94.0
IDPT,Tuesday,07:00,100.0,58.0,94.0
IDPT,Tuesday,08:00,100.0,58.0,94.0
IDPT,Tuesday,09:00,100.0,58.0,94.0
IDPT,Tuesday,10:00,93.0,67.0,88.0
IDPT,Tuesday,11:00,93.0,67.0,88.0
IDPT,Tuesday,12:00,93.0,67.0,88.0
IDPT,Tuesday,13:00,93.0,67.0,88.0
IDPT,Tuesday,14:00,97.0,64.0,81.0
IDPT,Tuesday,15:00,97.0,64.0,81.0
IDPT,Tuesday,16:00,97.0,64.0,81.0
IDPT,Tuesday,17:00,97.0,64.0,81.0
IDPT,Tuesday,18:00,93.0,69.0,86.0
IDPT,Tuesday,19:00,93.0,69.0,86.0
IDPT,Tuesday,20:00,93.0,69.0,86.0
IDPT,Tuesday,21:00,93.0,69.0,86.0
IDPT,Tuesday,22:00,93.0,57.0,88.0
IDPT,Tuesday,23:00,93.0,57.0,88.0
IDPT,Wednesday,00:00,97.0,59.0,93.0
IDPT,Wednesday,01:00,97.0,59.0,93.0
IDPT,Wednesday,02:00,97.0,59.0,93.0
IDPT,Wednesday,03:00,97.0,59.0,93.0
IDPT,Wednesday,04:00,97.0,59.0,93.0
IDPT,Wednesday,05:00,97.0,59.0,93.0
IDPT,Wednesday,06:00,97.0,59.0,93.0
IDPT,Wednesday,07:00,97.0,59.0,93.0
IDPT,Wednesday,08:00,97.0,59.0,93.0
IDPT,Wednesday,09:00,97.0,59.0,93.0
IDPT,Wednesday,10:00,90.0,67.0,89.0
IDPT,Wednesday,11:00,90.0,67.0,89.0
IDPT,Wednesday,12:00,90.0,67.0,89.0
IDPT,Wednesday,13:00,90.0,67.0,89.0
IDPT,Wednesday,14:00,90.0,63.0,85.0
IDPT,Wednesday,15:00,90.0,63.0,85.0
IDPT,Wednesday,16:00,90.0,63.0,85.0
IDPT,Wednesday,17:00,90.0,63.0,85.0
IDPT,Wednesday,18:00,90.0,59.0,86.0
IDPT,Wednesday,19:00,90.0,59.0,86.0
IDPT,Wednesday,20:00,90.0,59.0,86.0
IDPT,Wednesday,21:00,90.0,59.0,86.0
IDPT,Wednesday,22:00,93.0,53.0,91.0
IDPT,Wednesday,23:00,93.0,53.0,91.0
IDPT,Thursday,00:00,100.0,69.0,94.0
IDPT,Thursday,01:00,100.0,69.0,94.0
IDPT,Thursday,02:00,100.0,69.0,94.0
IDPT,Thursday,03:00,100.0,69.0,94.0
IDPT,Thursday,04:00,100.0,69.0,94.0
IDPT,Thursday,05:00,100.0,69.0,94.0
IDPT,Thursday,06:00,100.0,69.0,94.0
IDPT,Thursday,07:00,100.0,69.0,94.0
IDPT,Thursday,08:00,100.0,69.0,94.0
IDPT,Thursday,09:00,100.0,69.0,94.0
IDPT,Thursday,10:00,93.0,65.0,86.0
IDPT,Thursday,11:00,93.0,65.0,86.0
IDPT,Thursday,12:00,93.0,65.0,86.0
IDPT,Thursday,13:00,93.0,65.0,86.0
IDPT,Thursday,14:00,93.0,66.0,83.0
IDPT,Thursday,15:00,93.0,66.0,83.0
IDPT,Thursday,16:00,93.0,66.0,83.0
IDPT,Thursday,17:00,93.0,66.0,83.0
IDPT,Thursday,18:00,93.0,64.0,87.0
IDPT,Thursday,19:00,93.0,64.0,87.0
IDPT,Thursday,20:00,93.0,64.0,87.0
IDPT,Thursday,21:00,93.0,64.0,87.0
IDPT,Thursday,22:00,93.0,71.0,90.0
IDPT,Thursday,23:00,93.0,71.0,90.0
IDPT,Friday,00:00,97.0,53.0,93.0
IDPT,Friday,01:00,97.0,53.0,93.0
IDPT,Friday,02:00,97.0,53.0,93.0
IDPT,Friday,03:00,97.0,53.0,93.0
IDPT,Friday,04:00,97.0,53.0,93.0
IDPT,Friday,05:00,97.0,53.0,93.0
IDPT,Friday,06:00,97.0,53.0,93.0
IDPT,Friday,07:00,97.0,53.0,93.0
IDPT,Friday,08:00,97.0,53.0,93.0
IDPT,Friday,09:00,97.0,53.0,93.0
IDPT,Friday,10:00,90.0,64.0,84.0
IDPT,Friday,11:00,90.0,64.0,84.0
IDPT,Friday,12:00,90.0,64.0,84.0
IDPT,Friday,13:00,90.0,64.0,84.0
IDPT,Friday,14:00,93.0,60.0,84.0
IDPT,Friday,15:00,93.0,60.0,84.0
IDPT,Friday,16:00,93.0,60.0,84.0
IDPT,Friday,17:00,93.0,60.0,84.0
IDPT,Friday,18:00,90.0,59.0,84.0
IDPT,Friday,19:00,90.0,59.0,84.0
IDPT,Friday,20:00,90.0,59.0,84.0
IDPT,Friday,21:00,90.0,59.0,84.0
IDPT,Friday,22:00,90.0,51.0,90.0
IDPT,Friday,23:00,90.0,51.0,90.0
IDPT,Saturday,00:00,97.0,57.0,92.0
IDPT,Saturday,01:00,97.0,57.0,92.0
IDPT,Saturday,02:00,97.0,57.0,92.0
IDPT,Saturday,03:00,97.0,57.0,92.0
IDPT,Saturday,04:00,97.0,57.0,92.0
IDPT,Saturday,05:00,97.0,57.0,92.0
IDPT,Saturday,06:00,97.0,57.0,92.0
IDPT,Saturday,07:00,97.0,57.0,92.0
IDPT,Saturday,08:00,97.0,57.0,92.0
IDPT,Saturday,09:00,97.0,57.0,92.0
IDPT,Saturday,10:00,90.0,63.0,90.0
IDPT,Saturday,11:00,90.0,63.0,90.0
IDPT,Saturday,12:00,90.0,63.0,90.0
IDPT,Saturday,13:00,90.0,63.0,90.0
IDPT,Saturday,14:00,90.0,57.0,85.0
IDPT,Saturday,15:00,90.0,57.0,85.0
IDPT,Saturday,16:00,90.0,57.0,85.0
IDPT,Saturday,17:00,90.0,57.0,85.0
IDPT,Saturday,18:00,90.0,52.0,82.0
IDPT,Saturday,19:00,90.0,52.0,82.0
IDPT,Saturday,20:00,90.0,52.0,82.0
IDPT,Saturday,21:00,90.0,52.0,82.0
IDPT,Saturday,22:00,93.0,55.0,88.0
IDPT,Saturday,23:00,93.0,55.0,88.0
IFOC,Sunday,00:00,100.0,99.0,95.0
IFOC,Sunday,01:00,100.0,99.0,95.0
IFOC,Sunday,02:00,100.0,99.0,95.0
IFOC,Sunday,03:00,100.0,99.0,95.0
IFOC,Sunday,04:00,100.0,99.0,95.0
IFOC,Sunday,05:00,100.0,99.0,95.0
IFOC,Sunday,06:00,100.0,99.0,95.0
IFOC,Sunday,07:00,100.0,99.0,95.0
IFOC,Sunday,08:00,100.0,99.0,95.0
IFOC,Sunday,09:00,100.0,99.0,95.0
IFOC,Sunday,10:00,98.0,84.0,43.0
IFOC,Sunday,11:00,98.0,84.0,43.0
IFOC,Sunday,12:00,98.0,84.0,43.0
IFOC,Sunday,13:00,98.0,84.0,43.0
IFOC,Sunday,14:00,98.0,88.0,48.0
IFOC,Sunday,15:00,98.0,88.0,48.0
IFOC,Sunday,16:00,98.0,88.0,48.0
IFOC,Sunday,17:00,98.0,88.0,48.0
IFOC,Sunday,18:00,99.0,90.0,51.0
IFOC,Sunday,19:00,99.0,90.0,51.0
IFOC,Sunday,20:00,99.0,90.0,51.0
IFOC,Sunday,21:00,99.0,90.0,51.0
IFOC,Sunday,22:00,99.0,97.0,88.0
IFOC,Sunday,23:00,99.0,97.0,88.0
IFOC,Monday,00:00,99.0,98.0,93.0
IFOC,Monday,01:00,99.0,98.0,93.0
IFOC,Monday,02:00,99.0,98.0,93.0
IFOC,Monday,03:00,99.0,98.0,93.0
IFOC,Monday,04:00,99.0,98.0,93.0
IFOC,Monday,05:00,99.0,98.0,93.0
IFOC,Monday,06:00,99.0,98.0,93.0
IFOC,Monday,07:00,99.0,98.0,93.0
IFOC,Monday,08:00,99.0,98.0,93.0
IFOC,Monday,09:00,99.0,98.0,93.0
IFOC,Monday,10:00,98.0,78.0,0.0
IFOC,Monday,11:00,98.0,78.0,0.0
IFOC,Monday,12:00,98.0,78.0,0.0
IFOC,Monday,13:00,98.0,78.0,0.0
IFOC,Monday,14:00,98.0,81.0,0.0
IFOC,Monday,15:00,98.0,81.0,0.0
IFOC,Monday,16:00,98.0,81.0,0.0
IFOC,Monday,17:00,98.0,81.0,0.0
IFOC,Monday,18:00,98.0,83.0,0.0
IFOC,Monday,19:00,98.0,83.0,0.0
IFOC,Monday,20:00,98.0,83.0,0.0
IFOC,Monday,21:00,98.0,83.0,0.0
IFOC,Monday,22:00,99.0,90.0,82.0
IFOC,Monday,23:00,99.0,90.0,82.0
IFOC,Tuesday,00:00,99.0,98.0,88.0
IFOC,Tuesday,01:00,99.0,98.0,88.0
IFOC,Tuesday,02:00,99.0,98.0,88.0
IFOC,Tuesday,03:00,99.0,98.0,88.0
IFOC,Tuesday,04:00,99.0,98.0,88.0
IFOC,Tuesday,05:00,99.0,98.0,88.0
IFOC,Tuesday,06:00,99.0,98.0,88.0
IFOC,Tuesday,07:00,99.0,98.0,88.0
IFOC,Tuesday,08:00,99.0,98.0,88.0
IFOC,Tuesday,09:00,99.0,98.0,88.0
IFOC,Tuesday,10:00,98.0,80.0,0.0
IFOC,Tuesday,11:00,98.0,80.0,0.0
IFOC,Tuesday,12:00,98.0,80.0,0.0
IFOC,Tuesday,13:00,98.0,80.0,0.0
IFOC,Tuesday,14:00,97.0,83.0,0.0
IFOC,Tuesday,15:00,97.0,83.0,0.0
IFOC,Tuesday,16:00,97.0,83.0,0.0
IFOC,Tuesday,17:00,97.0,83.0,0.0
IFOC,Tuesday,18:00,98.0,88.0,6.0
IFOC,Tuesday,19:00,98.0,88.0,6.0
IFOC,Tuesday,20:00,98.0,88.0,6.0
IFOC,Tuesday,21:00,98.0,88.0,6.0
IFOC,Tuesday,22:00,99.0,94.0,66.0
IFOC,Tuesday,23:00,99.0,94.0,66.0
IFOC,Wednesday,00:00,99.0,99.0,96.0
IFOC,Wednesday,01:00,99.0,99.0,96.0
IFOC,Wednesday,02:00,99.0,99.0,96.0
IFOC,Wednesday,03:00,99.0,99.0,96.0
IFOC,Wednesday,04:00,99.0,99.0,96.0
IFOC,Wednesday,05:00,99.0,99.0,96.0
IFOC,Wednesday,06:00,99.0,99.0,96.0
IFOC,Wednesday,07:00,99.0,99.0,96.0
IFOC,Wednesday,08:00,99.0,99.0,96.0
IFOC,Wednesday,09:00,99.0,99.0,96.0
IFOC,Wednesday,10:00,98.0,83.0,22.0
IFOC,Wednesday,11:00,98.0,83.0,22.0
IFOC,Wednesday,12:00,98.0,83.0,22.0
IFOC,Wednesday,13:00,98.0,83.0,22.0
IFOC,Wednesday,14:00,98.0,86.0,24.0
IFOC,Wednesday,15:00,98.0,86.0,24.0
IFOC,Wednesday,16:00,98.0,86.0,24.0
IFOC,Wednesday,17:00,98.0,86.0,24.0
IFOC,Wednesday,18:00,98.0,88.0,25.0
IFOC,Wednesday,19:00,98.0,88.0,25.0
IFOC,Wednesday,20:00,98.0,88.0,25.0
IFOC,Wednesday,21:00,98.0,88.0,25.0
IFOC,Wednesday,22:00,99.0,97.0,87.0
IFOC,Wednesday,23:00,99.0,97.0,87.0
IFOC,Thursday,00:00,99.0,99.0,95.0
IFOC,Thursday,01:00,99.0,99.0,95.0
IFOC,Thursday,02:00,99.0,99.0,95.0
IFOC,Thursday,03:00,99.0,99.0,95.0
IFOC,Thursday,04:00,99.0,99.0,95.0
IFOC,Thursday,05:00,99.0,99.0,95.0
IFOC,Thursday,06:00,99.0,99.0,95.0
IFOC,Thursday,07:00,99.0,99.0,95.0
IFOC,Thursday,08:00,99.0,99.0,95.0
IFOC,Thursday,09:00,99.0,99.0,95.0
IFOC,Thursday,10:00,98.0,79.0,0.0
IFOC,Thursday,11:00,98.0,79.0,0.0
IFOC,Thursday,12:00,98.0,79.0,0.0
IFOC,Thursday,13:00,98.0,79.0,0.0
IFOC,Thursday,14:00,98.0,84.0,0.0
IFOC,Thursday,15:00,98.0,84.0,0.0
IFOC,Thursday,16:00,98.0,84.0,0.0
IFOC,Thursday,17:00,98.0,84.0,0.0
IFOC,Thursday,18:00,99.0,85.0,0.0
IFOC,Thursday,19:00,99.0,85.0,0.0
IFOC,Thursday,20:00,99.0,85.0,0.0
IFOC,Thursday,21:00,99.0,85.0,0.0
IFOC,Thursday,22:00,99.0,98.0,84.0
IFOC,Thursday,23:00,99.0,98.0,84.0
IFOC,Friday,00:00,99.0,98.0,87.0
IFOC,Friday,01:00,99.0,98.0,87.0
IFOC,Friday,02:00,99.0,98.0,87.0
IFOC,Friday,03:00,99.0,98.0,87.0
IFOC,Friday,04:00,99.0,98.0,87.0
IFOC,Friday,05:00,99.0,98.0,87.0
IFOC,Friday,06:00,99.0,98.0,87.0
IFOC,Friday,07:00,99.0,98.0,87.0
IFOC,Friday,08:00,99.0,98.0,87.0
IFOC,Friday,09:00,99.0,98.0,87.0
IFOC,Friday,10:00,98.0,80.0,0.0
IFOC,Friday,11:00,98.0,80.0,0.0
IFOC,Friday,12:00,98.0,80.0,0.0
IFOC,Friday,13:00,98.0,80.0,0.0
IFOC,Friday,14:00,98.0,82.0,0.0
IFOC,Friday,15:00,98.0,82.0,0.0
IFOC,Friday,16:00,98.0,82.0,0.0
IFOC,Friday,17:00,98.0,82.0,0.0
IFOC,Friday,18:00,98.0,86.0,0.0
IFOC,Friday,19:00,98.0,86.0,0.0
IFOC,Friday,20:00,98.0,86.0,0.0
IFOC,Friday,21:00,98.0,86.0,0.0
IFOC,Friday,22:00,98.0,92.0,66.0
IFOC,Friday,23:00,98.0,92.0,66.0
IFOC,Saturday,00:00,100.0,99.0,95.0
IFOC,Saturday,01:00,100.0,99.0,95.0
IFOC,Saturday,02:00,100.0,99.0,95.0
IFOC,Saturday,03:00,100.0,99.0,95.0
IFOC,Saturday,04:00,100.0,99.0,95.0
IFOC,Saturday,05:00,100.0,99.0,95.0
IFOC,Saturday,06:00,100.0,99.0,95.0
IFOC,Saturday,07:00,100.0,99.0,95.0
IFOC,Saturday,08:00,100.0,99.0,95.0
IFOC,Saturday,09:00,100.0,99.0,95.0
IFOC,Saturday,10:00,98.0,82.0,0.0
IFOC,Saturday,11:00,98.0,82.0,0.0
IFOC,Saturday,12:00,98.0,82.0,0.0
IFOC,Saturday,13:00,98.0,82.0,0.0
IFOC,Saturday,14:00,98.0,84.0,0.0
IFOC,Saturday,15:00,98.0,84.0,0.0
IFOC,Saturday,16:00,98.0,84.0,0.0
IFOC,Saturday,17:00,98.0,84.0,0.0
IFOC,Saturday,18:00,99.0,89.0,4.0
IFOC,Saturday,19:00,99.0,89.0,4.0
IFOC,Saturday,20:00,99.0,89.0,4.0
IFOC,Saturday,21:00,99.0,89.0,4.0
IFOC,Saturday,22:00,99.0,96.0,82.0
IFOC,Saturday,23:00,99.0,96.0,82.0
ILOK,Sunday,00:00,100.0,99.0,0.0
ILOK,Sunday,01:00,100.0,99.0,0.0
ILOK,Sunday,02:00,100.0,99.0,0.0
ILOK,Sunday,03:00,100.0,99.0,0.0
ILOK,Sunday,04:00,100.0,99.0,0.0
ILOK,Sunday,05:00,100.0,99.0,0.0
ILOK,Sunday,06:00,100.0,99.0,0.0
ILOK,Sunday,07:00,100.0,99.0,0.0
ILOK,Sunday,08:00,100.0,99.0,0.0
ILOK,Sunday,09:00,100.0,99.0,0.0
ILOK,Sunday,10:00,99.0,92.0,0.0
ILOK,Sunday,11:00,99.0,92.0,0.0
ILOK,Sunday,12:00,99.0,92.0,0.0
ILOK,Sunday,13:00,99.0,92.0,0.0
ILOK,Sunday,14:00,100.0,91.0,0.0
ILOK,Sunday,15:00,100.0,91.0,0.0
ILOK,Sunday,16:00,100.0,91.0,0.0
ILOK,Sunday,17:00,100.0,91.0,0.0
ILOK,Sunday,18:00,99.0,95.0,0.0
ILOK,Sunday,19:00,99.0,95.0,0.0
ILOK,Sunday,20:00,99.0,95.0,0.0
ILOK,Sunday,21:00,99.0,95.0,0.0
ILOK,Sunday,22:00,100.0,99.0,0.0
ILOK,Sunday,23:00,100.0,99.0,0.0
ILOK,Monday,00:00,100.0,99.0,33.0
ILOK,Monday,01:00,100.0,99.0,33.0
ILOK,Monday,02:00,100.0,99.0,33.0
ILOK,Monday,03:00,100.0,99.0,33.0
ILOK,Monday,04:00,100.0,99.0,33.0
ILOK,Monday,05:00,100.0,99.0,33.0
ILOK,Monday,06:00,100.0,99.0,33.0
ILOK,Monday,07:00,100.0,99.0,33.0
ILOK,Monday,08:00,100.0,99.0,33.0
ILOK,Monday,09:00,100.0,99.0,33.0
ILOK,Monday,10:00,100.0,91.0,33.0
ILOK,Monday,11:00,100.0,91.0,33.0
ILOK,Monday,12:00,100.0,91.0,33.0
ILOK,Monday,13:00,100.0,91.0,33.0
ILOK,Monday,14:00,99.0,90.0,33.0
ILOK,Monday,15:00,99.0,90.0,33.0
ILOK,Monday,16:00,99.0,90.0,33.0
ILOK,Monday,17:00,99.0,90.0,33.0
ILOK,Monday,18:00,100.0,95.0,33.0
ILOK,Monday,19:00,100.0,95.0,33.0
ILOK,Monday,20:00,100.0,95.0,33.0
ILOK,Monday,21:00,100.0,95.0,33.0
ILOK,Monday,22:00,100.0,98.0,33.0
ILOK,Monday,23:00,100.0,98.0,33.0
ILOK,Tuesday,00:00,100.0,100.0,33.0
ILOK,Tuesday,01:00,100.0,100.0,33.0
ILOK,Tuesday,02:00,100.0,100.0,33.0
ILOK,Tuesday,03:00,100.0,100.0,33.0
ILOK,Tuesday,04:00,100.0,100.0,33.0
ILOK,Tuesday,05:00,100.0,100.0,33.0
ILOK,Tuesday,06:00,100.0,100.0,33.0
ILOK,Tuesday,07:00,100.0,100.0,33.0
ILOK,Tuesday,08:00,100.0,100.0,33.0
ILOK,Tuesday,09:00,100.0,100.0,33.0
ILOK,Tuesday,10:00,100.0,95.0,33.0
ILOK,Tuesday,11:00,100.0,95.0,33.0
ILOK,Tuesday,12:00,100.0,95.0,33.0
ILOK,Tuesday,13:00,100.0,95.0,33.0
ILOK,Tuesday,14:00,100.0,91.0,33.0
ILOK,Tuesday,15:00,100.0,91.0,33.0
ILOK,Tuesday,16:00,100.0,91.0,33.0
ILOK,Tuesday,17:00,100.0,91.0,33.0
ILOK,Tuesday,18:00,100.0,96.0,33.0
ILOK,Tuesday,19:00,100.0,96.0,33.0
ILOK,Tuesday,20:00,100.0,96.0,33.0
ILOK,Tuesday,21:00,100.0,96.0,33.0
ILOK,Tuesday,22:00,100.0,99.0,33.0
ILOK,Tuesday,23:00,100.0,99.0,33.0
ILOK,Wednesday,00:00,100.0,99.0,33.0
ILOK,Wednesday,01:00,100.0,99.0,33.0
ILOK,Wednesday,02:00,100.0,99.0,33.0
ILOK,Wednesday,03:00,100.0,99.0,33.0
ILOK,Wednesday,04:00,100.0,99.0,33.0
ILOK,Wednesday,05:00,100.0,99.0,33.0
ILOK,Wednesday,06:00,100.0,99.0,33.0
ILOK,Wednesday,07:00,100.0,99.0,33.0
ILOK,Wednesday,08:00,100.0,99.0,33.0
ILOK,Wednesday,09:00,100.0,99.0,33.0
ILOK,Wednesday,10:00,100.0,96.0,33.0
ILOK,Wednesday,11:00,100.0,96.0,33.0
ILOK,Wednesday,12:00,100.0,96.0,33.0
ILOK,Wednesday,13:00,100.0,96.0,33.0
ILOK,Wednesday,14:00,100.0,93.0,33.0
ILOK,Wednesday,15:00,100.0,93.0,33.0
ILOK,Wednesday,16:00,100.0,93.0,33.0
ILOK,Wednesday,17:00,100.0,93.0,33.0
ILOK,Wednesday,18:00,99.0,95.0,33.0
ILOK,Wednesday,19:00,99.0,95.0,33.0
ILOK,Wednesday,20:00,99.0,95.0,33.0
ILOK,Wednesday,21:00,99.0,95.0,33.0
ILOK,Wednesday,22:00,100.0,99.0,33.0
ILOK,Wednesday,23:00,100.0,99.0,33.0
ILOK,Thursday,00:00,100.0,99.0,33.0
ILOK,Thursday,01:00,100.0,99.0,33.0
ILOK,Thursday,02:00,100.0,99.0,33.0
ILOK,Thursday,03:00,100.0,99.0,33.0
ILOK,Thursday,04:00,100.0,99.0,33.0
ILOK,Thursday,05:00,100.0,99.0,33.0
ILOK,Thursday,06:00,100.0,99.0,33.0
ILOK,Thursday,07:00,100.0,99.0,33.0
ILOK,Thursday,08:00,100.0,99.0,33.0
ILOK,Thursday,09:00,100.0,99.0,33.0
ILOK,Thursday,10:00,100.0,94.0,33.0
ILOK,Thursday,11:00,100.0,94.0,33.0
ILOK,Thursday,12:00,100.0,94.0,33.0
ILOK,Thursday,13:00,100.0,94.0,33.0
ILOK,Thursday,14:00,100.0,90.0,33.0
ILOK,Thursday,15:00,100.0,90.0,33.0
ILOK,Thursday,16:00,100.0,90.0,33.0
ILOK,Thursday,17:00,100.0,90.0,33.0
ILOK,Thursday,18:00,100.0,92.0,33.0
ILOK,Thursday,19:00,100.0,92.0,33.0
ILOK,Thursday,20:00,100.0,92.0,33.0
ILOK,Thursday,21:00,100.0,92.0,33.0
ILOK,Thursday,22:00,100.0,99.0,33.0
ILOK,Thursday,23:00,100.0,99.0,33.0
ILOK,Friday,00:00,100.0,99.0,33.0
ILOK,Friday,01:00,100.0,99.0,33.0
ILOK,Friday,02:00,100.0,99.0,33.0
ILOK,Friday,03:00,100.0,99.0,33.0
ILOK,Friday,04:00,100.0,99.0,33.0
ILOK,Friday,05:00,100.0,99.0,33.0
ILOK,Friday,06:00,100.0,99.0,33.0
ILOK,Friday,07:00,100.0,99.0,33.0
ILOK,Friday,08:00,100.0,99.0,33.0
ILOK,Friday,09:00,100.0,99.0,33.0
ILOK,Friday,10:00,100.0,94.0,33.0
ILOK,Friday,11:00,100.0,94.0,33.0
ILOK,Friday,12:00,100.0,94.0,33.0
ILOK,Friday,13:00,100.0,94.0,33.0
ILOK,Friday,14:00,100.0,92.0,33.0
ILOK,Friday,15:00,100.0,92.0,33.0
ILOK,Friday,16:00,100.0,92.0,33.0
ILOK,Friday,17:00,100.0,92.0,33.0
ILOK,Friday,18:00,100.0,95.0,33.0
ILOK,Friday,19:00,100.0,95.0,33.0
ILOK,Friday,20:00,100.0,95.0,33.0
ILOK,Friday,21:00,100.0,95.0,33.0
ILOK,Friday,22:00,100.0,98.0,33.0
ILOK,Friday,23:00,100.0,98.0,33.0
ILOK,Saturday,00:00,100.0,100.0,33.0
ILOK,Saturday,01:00,100.0,100.0,33.0
ILOK,Saturday,02:00,100.0,100.0,33.0
ILOK,Saturday,03:00,100.0,100.0,33.0
ILOK,Saturday,04:00,100.0,100.0,33.0
ILOK,Saturday,05:00,100.0,100.0,33.0
ILOK,Saturday,06:00,100.0,100.0,33.0
ILOK,Saturday,07:00,100.0,100.0,33.0
ILOK,Saturday,08:00,100.0,100.0,33.0
ILOK,Saturday,09:00,100.0,100.0,33.0
ILOK,Saturday,10:00,100.0,94.0,33.0
ILOK,Saturday,11:00,100.0,94.0,33.0
ILOK,Saturday,12:00,100.0,94.0,33.0
ILOK,Saturday,13:00,100.0,94.0,33.0
ILOK,Saturday,14:00,100.0,93.0,33.0
ILOK,Saturday,15:00,100.0,93.0,33.0
ILOK,Saturday,16:00,100.0,93.0,33.0
ILOK,Saturday,17:00,100.0,93.0,33.0
ILOK,Saturday,18:00,100.0,96.0,33.0
ILOK,Saturday,19:00,100.0,96.0,33.0
ILOK,Saturday,20:00,100.0,96.0,33.0
ILOK,Saturday,21:00,100.0,96.0,33.0
ILOK,Saturday,22:00,100.0,99.0,33.0
ILOK,Saturday,23:00,100.0,99.0,33.0
JANR,Sunday,00:00,100.0,98.0,0.0
JANR,Sunday,01:00,100.0,98.0,0.0
JANR,Sunday,02:00,100.0,98.0,0.0
JANR,Sunday,03:00,100.0,98.0,0.0
JANR,Sunday,04:00,100.0,98.0,0.0
JANR,Sunday,05:00,100.0,98.0,0.0
JANR,Sunday,06:00,100.0,98.0,0.0
JANR,Sunday,07:00,100.0,98.0,0.0
JANR,Sunday,08:00,100.0,98.0,0.0
JANR,Sunday,09:00,100.0,98.0,0.0
JANR,Sunday,10:00,97.0,95.0,0.0
JANR,Sunday,11:00,97.0,95.0,0.0
JANR,Sunday,12:00,97.0,95.0,0.0
JANR,Sunday,13:00,97.0,95.0,0.0
JANR,Sunday,14:00,97.0,93.0,0.0
JANR,Sunday,15:00,97.0,93.0,0.0
JANR,Sunday,16:00,97.0,93.0,0.0
JANR,Sunday,17:00,97.0,93.0,0.0
JANR,Sunday,18:00,97.0,92.0,0.0
JANR,Sunday,19:00,97.0,92.0,0.0
JANR,Sunday,20:00,97.0,92.0,0.0
JANR,Sunday,21:00,97.0,92.0,0.0
JANR,Sunday,22:00,99.0,96.0,0.0
JANR,Sunday,23:00,99.0,96.0,0.0
JANR,Monday,00:00,100.0,98.0,0.0
JANR,Monday,01:00,100.0,98.0,0.0
JANR,Monday,02:00,100.0,98.0,0.0
JANR,Monday,03:00,100.0,98.0,0.0
JANR,Monday,04:00,100.0,98.0,0.0
JANR,Monday,05:00,100.0,98.0,0.0
